A3152KT8N27WTF,{98: 5}
A2B0O2RYXG0YRT,"{26252: 5, 284037: 5}"
A3AE7K00NNS2K4,"{28462: 5, 75314: 5, 115109: 5, 233291: 5, 247017: 5}"
A1W7WOLS3RNV28,"{29161: 5, 342190: 5}"
A267HSGHSIF9AJ,{28490: 5}
AF93GVC50ZCZE,"{28823: 5, 430777: 4}"
A14VZH7BXDAMZN,{28259: 3}
A38BSDYXVM6VXJ,{28259: 5}
A21CD319M399U2,"{28329: 4, 58417: 4, 152012: 5}"
A36ZL1IVG6L3GM,"{28157: 5, 103127: 5, 103212: 4, 184773: 5, 233234: 5, 242369: 5, 254144: 4, 399074: 4, 421464: 4, 440227: 2}"
A23JH3TKL2Y8GD,{28537: 5}
A11AU3APVYGYHJ,{28148: 4}
A14603G94O31LN,{28354: 4}
A2OGGMFHIHPTAI,"{28164: 3, 323834: 1}"
A16FAZTATCDLRE,{28262: 1}
A10USTPZL8VKUT,{28556: 3}
A2FT40H635X3FJ,"{29852: 4, 68163: 4, 121743: 4, 129181: 4, 175243: 3, 193920: 5, 221690: 3, 238219: 4, 279526: 5, 293259: 4, 349218: 5, 356143: 5, 435490: 3}"
AXK8XEOAH05H9,"{28208: 5, 81996: 5}"
A36FPEHND5CW5P,"{28337: 3, 258659: 5, 349273: 5}"
AFBM4WU63NJGQ,"{28347: 5, 89250: 4, 452027: 5}"
ALDN1T1PO72ZW,{28962: 4}
A11VQZFBKTPZRE,"{28090: 1, 214893: 3}"
A2K59UBQA1X91Z,"{28090: 5, 86798: 1}"
A3TV0V57LPMHF,"{28549: 1, 358751: 1}"
AHI4WAA981RTX,"{28433: 3, 198400: 2}"
A3U46W03ORWDHY,"{28434: 3, 154503: 4, 428824: 5, 454378: 5}"
AFDJMJTJYNX8W,"{28119: 5, 186987: 4, 309525: 4}"
A2HZW08570CHC9,"{28334: 1, 45312: 5, 82182: 3, 309516: 4, 405759: 4}"
A3O7JIUC5BUCY6,"{28334: 2, 107833: 5, 133323: 4, 219552: 2, 304991: 3, 307278: 1}"
A74X2DM3XX7CG,"{28334: 3, 82090: 4, 84423: 4, 147294: 5, 215414: 5, 241384: 5, 309651: 2, 328396: 1, 342775: 5, 394855: 1, 437962: 5}"
A1885L1YXFON6M,"{28107: 5, 51825: 3, 424123: 5}"
A20Z66GPYEL38B,{28107: 5}
A20M31X2BXXVCO,"{28239: 5, 182550: 5}"
A2O4DGA3ZIXL0K,{28239: 3}
ASIFE5FGTN5W6,{28221: 5}
A37J6Q095XSAG,"{28194: 5, 61008: 5}"
A3HN6FNYPZQ2MU,"{28154: 5, 103095: 5, 163552: 5, 353997: 5}"
A1208V4W6LYXK7,{28154: 3}
AXO90XWH87ZSY,{28154: 5}
A14Z0B1D4ZE5UI,"{28226: 4, 49233: 3, 84403: 5, 318866: 5, 325930: 5}"
A34PITTU8WSQZT,"{28739: 5, 134535: 4, 285141: 5, 353846: 5, 403517: 2}"
A27L494EIYMKCS,{28139: 4}
ABY5991KVJFJ1,{28764: 5}
A2JXD5HGCVEIVF,{28590: 3}
A3KS53Y4LUIBM5,"{28661: 5, 271600: 5, 442852: 5}"
A2SB4XIYGZPZ21,{28197: 4}
A2IULJS43L2CLE,"{28288: 5, 29702: 5, 247416: 5, 256358: 5}"
A1SD7PNVFNH4LC,{28288: 5}
A2ZTFRWVBOIJVM,"{28288: 4, 461274: 5}"
A14DSNSFLG1E49,"{28250: 5, 226627: 5, 443091: 3}"
AMKO3KSACKQU3,{28105: 1}
A1W5FJNL9SVJVK,"{28105: 3, 242534: 5, 263309: 4, 377127: 5}"
A2CRPR5V2SUACM,{28105: 5}
A1Q17B3117AG7R,{30248: 3}
A18CF8CAEAOVC,{28146: 3}
AG9TWJVE8EEMH,{28904: 4}
A2IA0EFYOMM4EY,{28295: 5}
A2P8PJ46NVHGB0,"{28098: 5, 135652: 5, 191516: 4, 293393: 5, 330401: 4, 414583: 3}"
A34KEK65UQKSWE,"{28098: 5, 49203: 5, 53698: 2, 172870: 4, 226510: 5, 233665: 5, 247978: 5, 419337: 4}"
A3ATORAABE4BH5,{28098: 4}
A363LX04V411B5,"{28098: 4, 86767: 5, 101206: 4, 140401: 5, 196209: 5, 201135: 5, 231290: 4, 258652: 4, 293295: 5, 297981: 4, 329138: 2, 463701: 5}"
A255I435RRZPNL,{28383: 5}
A34INYQXD8BB2L,"{28574: 4, 82882: 5, 145619: 5}"
AD2QBZATZUYEN,"{28167: 5, 168686: 5}"
A1MOYQNY6FWRU4,"{28111: 4, 58575: 4, 186379: 4, 403184: 2}"
A2V96RXOXB49T3,"{28255: 2, 87054: 1, 235519: 3, 312257: 2, 335173: 3, 416854: 3}"
A3H7055OAVW8YM,"{28108: 5, 388922: 5, 410215: 5}"
A26WWNEIUA94Z2,"{29391: 5, 32916: 1, 140398: 2, 300174: 5, 433201: 5}"
A1SBZX4IPIQFHR,"{28103: 5, 382091: 5, 400756: 5}"
A1PO4YWSDE9X49,"{28103: 5, 93757: 5, 191503: 5, 277132: 1}"
A1CKC9RMTVSI0Q,"{28103: 2, 108265: 4, 228631: 5, 265562: 1, 347141: 4, 367875: 5, 416952: 5}"
A2N8CPI9T3PFGA,"{28103: 5, 65947: 5, 144926: 4, 274610: 4, 300174: 5, 414625: 4}"
A2LM16WLWF5V51,"{28103: 4, 135755: 5, 235507: 2, 393630: 1}"
ATFMZ0SKVJFK4,"{29041: 5, 33147: 5, 79640: 5, 104744: 4, 141658: 5, 177595: 4, 372378: 5}"
A1XFQ5R6RMFF1S,"{28725: 5, 33245: 5, 86855: 1, 98252: 5, 217234: 5, 228667: 5, 245899: 5, 293286: 4, 298179: 5, 335562: 4, 360819: 5, 428694: 5, 433138: 1, 463673: 2}"
AUW1WTBIV5APZ,"{29587: 4, 30951: 4, 70251: 3, 389281: 4}"
AZ0KQBIH10HRN,"{28237: 5, 175279: 4}"
AAE5QNXXTBWU3,{28149: 4}
A1OB6XO3EF2NMD,"{28149: 3, 30477: 1, 337608: 2, 358470: 4, 405341: 3}"
A39PRG3TT2MGCD,"{28149: 4, 263346: 4}"
A3Q6LO3ZEUOCZN,"{28121: 5, 110375: 5}"
A2PCFAOQEZMQNM,"{28318: 5, 463714: 5}"
A3VK7V9QI2U631,"{28291: 1, 60736: 5, 105494: 5, 112506: 5, 376255: 2}"
A2CXI45GO61A89,"{28291: 5, 447322: 4}"
A1D82RXHN7WYP6,"{28291: 5, 60792: 5, 66342: 5, 131026: 4, 160832: 5, 165849: 5, 165958: 5, 220679: 5, 224071: 2, 226383: 4, 325823: 5, 375110: 5, 382486: 5, 444960: 4, 457478: 5}"
A2LAR49L8GRB2Y,{28291: 5}
A7AEM0B9RPRHM,"{28152: 3, 35304: 4, 135663: 4, 419256: 5}"
A1C2TKO6LVCYKB,"{28152: 4, 456725: 5}"
A6GO4A608GIPT,"{28499: 4, 144955: 4}"
A31RDXIDFVZTIS,{28158: 5}
A1HB7GQYINVHUG,"{28158: 4, 103118: 5, 121700: 3, 210712: 3, 323667: 4, 421452: 1}"
AEBYP0RAV2U66,"{29151: 2, 75820: 1, 452032: 5}"
A1H73YF7REY8L,"{28083: 5, 147276: 5, 210718: 5}"
A3PBI29Z4XP3WL,{28083: 5}
A355HMWJABKRU2,{28083: 5}
A3G3G5E4AXHRMD,"{28083: 5, 30458: 5, 217397: 1, 240398: 5}"
A20A1FB7JZIOWU,{28083: 1}
A3VGD2ROF1VSCO,"{28930: 5, 393780: 5, 397409: 3}"
A35U66IR43E4U6,"{29031: 5, 124484: 5, 145265: 4, 170523: 2, 186987: 4, 204080: 5, 312742: 4, 318844: 5, 462430: 1}"
AJR7ZWYY9O4YB,"{30129: 1, 172859: 5}"
A2IEOKIWPILENN,{28106: 4}
ABEGEAPQY72L3,{28106: 5}
ANJ4WDSYQT3TY,"{28106: 3, 293253: 5}"
A3EXNISLT8F7BO,"{28106: 5, 110389: 1}"
A8TIYIL73U20V,"{28106: 1, 372407: 1}"
A1VXCK2F3MLSYZ,"{28106: 1, 114863: 3, 114841: 2, 117238: 2, 122876: 4, 168395: 1, 258659: 5, 277397: 3, 286504: 4, 340388: 1, 344485: 5, 358460: 2, 414611: 5, 426358: 5, 440987: 5, 456730: 3, 463647: 3}"
A2TRIJHIUD5P10,"{28106: 5, 110120: 5, 135698: 5, 145106: 1, 154245: 5, 293299: 4, 400688: 1, 438454: 4}"
A2CH18Q8ZS9IT8,"{28106: 1, 34136: 3, 191565: 1, 353865: 5}"
A2C2XTUI5Q89FB,"{28106: 5, 120731: 5, 242436: 5}"
A39P3VTVOJ5KP5,"{28502: 1, 44752: 5, 323659: 3, 372383: 4, 433131: 1}"
AH7M9IMAKQDOH,"{28274: 1, 159543: 4, 372373: 2}"
A2WW49JIMJHMOF,{28133: 3}
A22253I32B64RG,{28133: 4}
A1KRL46ND4G251,"{28322: 5, 158856: 5}"
A1UZFZJV6RQYUG,{28109: 5}
A2HF8EBFY7EX9,{28109: 4}
A1NTSVPBMKP58U,{28936: 5}
AKY52ROP0XIX,{28627: 5}
AQANZ5BLDN5T1,"{29681: 5, 260980: 5}"
A2GN0N94A9LKXR,"{28094: 4, 94523: 4}"
A1Z0Y0LSOWXJMH,{28094: 5}
A15F74VO82OJIZ,"{28094: 5, 302541: 1}"
A3S6SPTOH7V2UL,"{28094: 5, 89189: 5, 270786: 3, 367820: 5}"
A3ASAAI4TXHY44,"{28415: 5, 49203: 5, 193776: 5, 196177: 5, 286600: 4, 321565: 5, 321249: 5, 365607: 5, 396526: 5, 408002: 4, 449708: 1, 449646: 5}"
A2GUC4G4B34UPC,{28116: 3}
AAG7MZ30GQHPD,"{28116: 5, 205486: 5}"
ANP2UDFLE5VQH,{28116: 5}
A2XQQ23BPARZ4Y,{29988: 5}
AMVZH2IKY4I4V,{28206: 5}
A38U6FF7NWI9M2,"{29283: 3, 121691: 4, 265572: 3}"
ABKMA9525U49Z,{28205: 4}
A22X82CEY5TDR,{28754: 1}
A25BA0GMV8Z4GR,"{28135: 1, 67965: 3, 147280: 3, 240228: 3}"
A22G64MP2WZHO0,{28112: 1}
AWCC6JZ9NYIOE,{28721: 5}
A8DJEFRNSTYF,{30080: 1}
A2QN89JM2YS782,"{28163: 5, 93888: 4, 96208: 1, 110138: 5, 142678: 5, 224288: 5, 258651: 5, 302546: 5, 332911: 5, 342304: 5, 351586: 4, 360815: 5}"
A246ETBMUJ1IPB,"{28093: 5, 135910: 4, 159763: 2}"
A1GZGGO4VDWSV4,"{28093: 4, 114841: 3, 226371: 3}"
A2TAX37H3RT1BI,{28093: 5}
A2EY24IHJI9VIX,{28968: 4}
A2S6U6QUTLNL6G,"{29472: 5, 79727: 1, 272482: 5}"
A21P9P8XHCVONW,{28352: 4}
A35EEC561ND7QG,"{28458: 3, 244855: 4}"
AYPIQLVOBS2KI,{29100: 5}
A1AXP6VR62D7RE,{28495: 1}
A3TKOKJO2MX1BC,"{28084: 4, 94564: 4, 117205: 2, 207730: 4, 237800: 1, 272849: 3, 325973: 4, 366156: 4, 426135: 4, 433219: 4, 433794: 2}"
A184OTW5PHZTVX,"{28175: 5, 122231: 3, 135949: 5, 325928: 1, 330503: 5, 339869: 1, 456776: 1}"
A1TOY5KBS4S9UB,{30540: 1}
A173XSN64J51CR,"{30573: 5, 166166: 2}"
A26F5FA0EP1HFO,"{31307: 5, 35881: 5, 75245: 4, 131251: 5, 191862: 5}"
AX2P6324Y4H6C,"{31005: 2, 450447: 2}"
A1W7TXSVG81XD0,"{31674: 4, 456915: 5, 459566: 5}"
A1VX0LZIXUW33I,{30771: 5}
AZWMO4VW6GBK7,"{30487: 5, 207981: 3}"
A1F6RXPY3YYCZN,{30658: 5}
A2KLPHXNZKMK69,"{30591: 5, 140656: 5, 184661: 1}"
A1IUH4I0SP8526,"{30483: 5, 300304: 4, 323548: 5}"
A30PDBZSRBXYEY,{30779: 4}
AYNLSZEVSNLQL,{30485: 4}
AQZ2BY9FRD51P,{30563: 1}
A25EGA0RF8BTAP,"{30695: 4, 270243: 1, 284688: 2}"
A5PIMAWEKQ27O,{30686: 1}
A3IF2GM8E7GVZW,{31684: 4}
A2XVNVG7QSN1BQ,"{30484: 5, 33158: 5, 179948: 5, 199760: 5, 274625: 5}"
A3E8EOIHSPGNBP,"{30484: 4, 37689: 3}"
A291KTWYLH24B3,{30484: 3}
AOK7S3LYGJ5MQ,{30757: 3}
A3U9QS8DG7S7JP,"{30604: 1, 208209: 1}"
A119AE20OGXR1O,{30604: 3}
A2NBASPZH4H3T,"{31263: 1, 178325: 4}"
A1U2SNK6SML12E,{30925: 1}
A2FFKDIZZF49T,{30551: 5}
AL5NDKHJWLGID,{30466: 5}
A3URABIN1GOPWC,"{30466: 3, 37656: 5, 333119: 5}"
A3PZPM1NN68B3E,"{30466: 5, 175212: 3, 228628: 5, 247017: 5, 316367: 5, 320271: 4, 426181: 4}"
A3FP9141P7DHT6,"{30466: 4, 51887: 1, 51488: 5, 96216: 5, 114841: 4, 193839: 5, 417162: 5}"
AFS0Z1R0S7PFC,"{31665: 5, 35703: 4, 314297: 5}"
A1EME47NNE7C28,{30566: 3}
A2SLLDR175HWB0,{30855: 5}
A2MP315QKIS2OR,"{30470: 5, 191749: 5, 221683: 5}"
A2UKS7RZQOJNP1,{31331: 5}
A1GDMJNDZLNE8S,"{30475: 4, 124390: 4, 430842: 3, 461370: 4}"
A3B2MCLAT2U4EY,{30475: 4}
A3KB58OXM7J81T,"{30475: 5, 33240: 3, 42170: 4, 44610: 5, 108835: 2, 203272: 5, 237916: 5, 244676: 5, 267861: 3, 303373: 5, 302584: 1, 342181: 2, 357137: 3, 372520: 3, 401209: 4, 412705: 4, 423730: 5, 423792: 5, 448142: 4}"
A89M6BNS32AHX,"{30616: 1, 249387: 1, 255540: 5}"
AMHHI2GRL7ZGD,{30467: 1}
A6TWZLHH95GYS,"{30467: 4, 377393: 5}"
A1OO8BMDICRP7H,{30467: 4}
A3SJ9DLH45EZMK,"{30467: 1, 170631: 5, 249330: 5}"
A11YT2WWHLU7YY,"{30659: 4, 133359: 3}"
A32VHXSY96E32A,"{30659: 1, 77449: 5}"
A1GOZJZTLKMIWE,"{30462: 4, 135652: 5, 149629: 3, 317381: 5, 363932: 5, 386610: 5}"
AFG7FID1ZYK0T,"{30462: 5, 303946: 5}"
A2XSMCU2KRCXWA,{30462: 5}
A36XIZJ47JHVDU,"{30724: 5, 35261: 5}"
A3PQKWH4Q4ACGC,"{30665: 1, 80788: 5, 122731: 5, 302484: 5}"
A2ZZ3DE0MXSA6J,"{30526: 4, 133324: 5, 140779: 5, 281745: 4, 284356: 4}"
A3TDM9919NVO56,{30526: 1}
AU1MEC5KGZNLE,{30526: 3}
A2LX3ABN7EYTXO,{32216: 5}
A3HQ2RWZW832PY,"{30691: 5, 30975: 5, 63126: 5, 77261: 5, 79650: 5, 117315: 5, 119452: 4, 133316: 5, 180154: 4, 200727: 5, 211287: 3, 221804: 5, 286612: 4, 290292: 3, 354214: 5, 353811: 4, 375458: 5, 449790: 4, 459174: 5}"
A1IOZ39YXQF3PX,"{30653: 5, 198362: 5}"
ARTF76HOLZ2MO,{31081: 1}
A11LK52FZD5X07,{31020: 5}
A3SHJXLPF56A4B,{30678: 5}
A3FF5VHJ4ALPIF,{30629: 5}
A36M64HV73KUYT,{30506: 4}
A2HN5I1UU1YF0T,"{30506: 5, 77520: 5}"
AZ7G7W9DUS74L,"{30456: 5, 388849: 5, 430766: 5}"
A14CZFG2YBSULC,"{30456: 5, 384145: 3, 396051: 5, 454374: 2}"
A33EILRESDS8MC,{30456: 4}
A3GZ67VFOXPF5T,"{30456: 5, 79941: 5}"
A3NL0ACOV9N65V,"{30743: 5, 215092: 5, 303519: 5, 347077: 5, 372801: 5}"
A36JAIT2557ITC,"{30900: 2, 96312: 4, 398264: 4, 414668: 4, 452843: 3}"
A3AC9FJZSMG5T5,{30572: 5}
A17TUE8IRVMYX6,{30650: 2}
AD1HUC4A2CJAU,{30650: 1}
A1MBMOUZ3VZE4C,"{30560: 5, 370109: 4}"
A4MC6F2INP7YC,"{30556: 4, 396469: 5}"
AQFW139025OOT,{30505: 2}
A1VSKFYLD4LEDI,{30632: 5}
A36L803CM196E0,"{30632: 5, 82991: 5, 131175: 5, 384124: 5, 442702: 4, 464871: 5}"
A39M8FW2SJD3PP,{30632: 5}
A2GISWKBQ2XGL9,"{31000: 3, 70303: 4}"
A3DABWCCF84UWX,{31023: 3}
ABGG8M8M63A4K,{30538: 4}
AHUVR5X49ITYF,{30538: 3}
AJ37NLC9UJ1OV,"{30538: 5, 140653: 1, 198406: 5}"
A32RD0A4ZR5AHG,"{31770: 4, 412502: 3}"
AKBESIW6RA3AG,"{31901: 3, 226297: 5}"
AU3WEABIDTRYT,"{30477: 5, 142648: 5, 311896: 5}"
A2K5BP3YPI4OED,{30477: 5}
A2RL1V4EE3N5J6,{30477: 3}
A1LL808CCA0V6J,"{30477: 4, 54156: 4, 426117: 4}"
A1KE9YF1XCNBAU,"{30477: 5, 208243: 5, 372514: 5}"
A27Z2W2Z7VT371,"{30477: 5, 240130: 5}"
A1FRR0O7XDCKVM,{30477: 5}
A1N7SWZOGEGM3N,{30477: 5}
A2MMFPS5BI57BH,{30721: 4}
A1NDJ6KQ5VNUW7,{30474: 3}
A2KRTYZEMDJGZE,"{30504: 3, 112565: 4, 347180: 4}"
A2CVQILEIXWMI9,{30612: 4}
AAC789ZZ2DH62,{30612: 5}
A2FFCVE1LL5U6G,{30612: 1}
A1XFD2OACHC0LD,"{31569: 4, 223958: 5, 419462: 5}"
A1R6XIWP1SPQJH,"{30471: 5, 61250: 5, 164810: 3}"
A4XX806MF2B8R,{30535: 5}
AIT7EAYPF1GHZ,"{30552: 5, 325871: 5}"
A3R40O403XN8UZ,"{30552: 5, 110275: 5, 193881: 4, 212622: 5, 212720: 5, 298403: 5, 386561: 5, 424101: 5, 426116: 5}"
A1FSFWSEXUIDGL,"{31037: 3, 193978: 5, 242695: 1, 410052: 5, 459323: 5}"
A2S67KUX7PYNMC,"{30489: 5, 92125: 4, 131450: 3, 307180: 4}"
A3974B97MBPZ2F,"{30489: 5, 426153: 5}"
A2MJP4O9XLCYAK,{30489: 5}
A2EYLUHVLKNRD2,{30489: 2}
A3FZD1F2JQK5HK,"{30489: 5, 200776: 5}"
A14AW1SVX9UEHU,"{30489: 5, 391659: 5}"
A3QKMTS0FQBKBS,{31058: 5}
A2TBAA9G9B41Y5,{30530: 5}
A2SU4JRI4R421E,{30530: 5}
AEYICFUKVKKLF,{30530: 5}
A3SPORNTHY8OOZ,{30693: 5}
A3RPMYFD7JHM6Z,{30747: 5}
ARAENK8LPHJXL,"{31099: 5, 172856: 5, 302521: 5, 453237: 3}"
AINUHRCZRGZC8,{30772: 5}
AKSLW6W5SRK1V,{30638: 3}
A2VQML5LP8VKHJ,{30638: 1}
A9FKVI4VBAKWV,{30623: 5}
A2RAI4SW3S3YP1,"{30495: 5, 79650: 5, 202507: 5, 212481: 5, 300352: 5, 374806: 5, 386486: 5, 419214: 5, 463663: 5}"
A6FTWZP3TGW3Z,"{32136: 2, 381775: 5}"
A3IMUXS22R2BJ3,{31363: 4}
A2NWFWJ0XP819X,"{31304: 5, 344490: 5}"
A2O5B7HASF7TIB,{30523: 1}
A2AQMFUDVHDQIG,{30868: 5}
A2A4FU5UL0V8JH,"{30868: 5, 42213: 5, 93761: 5, 193844: 5, 221684: 5, 277486: 5, 293685: 5, 346925: 5, 360812: 5, 426116: 5}"
AQPSJ9WL8IOES,"{30542: 5, 49244: 4}"
AE2YTELS0QGTX,{30923: 5}
A3ICQ25FGYP4VC,{30525: 1}
A3MCZKVDE4H3BE,{31419: 5}
A1ON6ED0RVMVQR,{31561: 5}
AXGPYPX9J22UJ,{30532: 5}
A3SKDDWQ4NX9IT,"{30496: 5, 230975: 5}"
A26RBBL1V8U69L,{30496: 5}
AU8W2A0IC6MNA,{30586: 5}
A323SO1URJ8XOA,{30953: 5}
A2D3MJU5855MBV,{30994: 1}
A11FGYQD3QN7PQ,"{31855: 1, 345115: 5, 452459: 5}"
A1SL7SNGY5DZC4,"{30935: 5, 349253: 1, 406902: 5, 445151: 5}"
A2GBDOA3UQA1FG,"{30663: 5, 163604: 5, 191572: 5, 357334: 5}"
A270HGLKS58DBF,"{31842: 1, 110265: 5, 454393: 5}"
AGSR2FS57OI9D,"{30482: 5, 316471: 4}"
A2G1XA89APLUXR,{32306: 5}
AMIDG0BFWYHE0,{30990: 5}
A3794QRMUEM3PB,{30465: 5}
A37LOHCWMYVVCD,"{30979: 5, 70570: 5, 112776: 5, 122702: 5, 138231: 5, 196186: 5, 201339: 5, 238633: 5, 261464: 5, 280365: 3, 330503: 5, 346928: 5, 372608: 5, 391410: 5, 410241: 5, 423928: 4, 428578: 4, 446356: 5, 452578: 5}"
AY5OAI71FXIFH,{30979: 4}
A23JY2ES1WNGU,{30842: 4}
A1XZ11Y8UYAHCN,"{30842: 5, 154497: 5, 179891: 5, 412894: 1, 454483: 3}"
A3SVHC9WO9EZIF,{30510: 5}
A3NBXXBQR7RE30,{30510: 4}
A2A4BE1HYHGVM6,{31050: 5}
A3MG6W50A24W2T,"{31737: 5, 93946: 5, 268255: 5}"
A1RSRVWWVEUP8,{30630: 1}
A3JF4B6ATFQDAM,"{30858: 3, 115471: 4, 189354: 4}"
A1PJCQY12JUDO1,{30494: 2}
A39BFV286OSYPL,{30553: 1}
A2C5HCY8W1ICD7,{30706: 5}
A13FZW3IUN4J16,{30706: 4}
ABG4FWMLPH6JP,"{30706: 2, 270126: 5}"
A3HIMERIZFOATH,"{30706: 4, 86764: 4, 340290: 2}"
A2HZLAF9PSXEHX,{31140: 4}
A3D6WY49S9ILT5,{32910: 2}
AGIHFWQTSV4GM,{32895: 5}
A8TD9IMSGDO6R,{33138: 3}
A34DQRVIS6YETN,"{33348: 2, 258762: 5}"
A1FXC6XIIVOM3O,"{32928: 4, 138031: 5}"
A4X3DZ41QN5BW,"{32947: 5, 77262: 5, 128980: 5, 144915: 5, 164341: 5, 179579: 5, 193804: 5, 318815: 5, 335168: 5, 337818: 4, 356244: 4, 358451: 4, 398678: 5, 449651: 5}"
AXP1YKC88PE76,{33102: 5}
A1NVXJ64Y6TAVC,{32946: 5}
A2QBNZKQ8EJU3Z,{33412: 4}
A39LICZP27GMEJ,"{33185: 5, 77272: 5}"
APKGFVPZ2KXD0,"{34007: 1, 385025: 1}"
A2O5LQYB76WOBD,"{33865: 4, 115132: 4, 131216: 5}"
A20B6RH499ZWTD,{33253: 2}
A1DA7Q1Y67WN3V,{32908: 1}
A2RM3AGA701Z72,{32908: 5}
A2R8ZXM13QCZNV,{32927: 5}
A21T7N259JB9ER,{32941: 5}
AWN2D2MA68NDK,{32941: 5}
AGUV37GO1TCHH,"{32892: 5, 249408: 4, 307147: 5, 354301: 3}"
A1AH4CACF6ZUS4,{32892: 4}
A2XTUTJQAV943J,"{32892: 3, 263589: 5, 270231: 1, 288636: 4}"
A1YTZVF3H98D9Y,{32892: 5}
A2T0H00MMGU7LZ,{32907: 4}
A27HYHRA01MAE5,"{32907: 4, 117324: 4, 154387: 4, 344549: 5}"
AQHH4YOWFHUDD,{32933: 5}
A29CKS26JATK04,{33117: 5}
AEZZPTCAYEUG0,{33038: 1}
A1E8IC94FC1B35,"{32911: 5, 47386: 5, 94051: 5, 165800: 5, 186932: 5, 244685: 5, 245129: 4, 249460: 4, 274643: 4, 279465: 5, 286462: 4, 293270: 3, 347035: 5, 374723: 3}"
A2CWGZ0T0KRFS7,"{32911: 5, 35263: 5, 53832: 5, 69677: 4, 74889: 5, 79908: 5, 93808: 3, 119595: 3, 142683: 4, 156591: 1, 179891: 5, 221876: 5, 230541: 5, 244619: 4, 288980: 5, 319278: 4, 330772: 4, 354254: 4, 402963: 5, 414802: 5, 449667: 2}"
A1MYL5DM60P80G,"{33113: 3, 98726: 4, 260946: 4, 442671: 4}"
AHK9BJPFBQNPR,{33414: 5}
A3IL1QEWQTGMXI,"{33233: 2, 235564: 2, 325871: 3}"
A2762ANPWEYEJV,"{33173: 1, 461327: 1}"
AW9D8VT5ACKZT,{32979: 5}
A2XGYNF8R3RJ2G,"{33193: 5, 138063: 4, 140485: 5, 168153: 4, 435497: 5, 463633: 5}"
A6ZIH2HX9TTUA,{33165: 5}
A1RV4M0ORCZ9G5,{33165: 5}
A1NUFMGVMNU2J6,"{33165: 4, 129039: 5, 163547: 5, 186933: 5, 229128: 5, 256335: 4, 281754: 5, 338247: 5, 384373: 3, 438008: 5, 456714: 4}"
A1X0JNP33V7E5C,{32996: 4}
A2TYO6RRBQV93M,"{32909: 2, 58535: 1, 135652: 5}"
A3E83E3T5RSPIA,"{33603: 5, 60872: 5, 152305: 5, 314356: 5}"
A2KNRT1U7XJD5Y,"{32882: 5, 265697: 5}"
A22JY0FPMIB5DO,"{32893: 5, 267826: 4, 300174: 5, 326589: 4}"
A1725NWWMOB5M9,{33332: 1}
A34EVITUOO24MK,"{34502: 3, 340057: 5}"
AW5N8ISY8PB8H,"{33637: 5, 44525: 5, 342269: 5}"
A1FCW6Q592UG6P,{33593: 4}
A1S6WLOMI57RRV,{33052: 5}
A120VV3YKDCU9,"{32954: 2, 32987: 4, 103682: 5, 131049: 5, 400717: 2}"
A36CI8Y1MF6DA2,{32954: 5}
A2M4JXCF9C7W95,"{32906: 5, 93783: 5, 121700: 5, 187054: 5, 247520: 5, 254389: 5, 272354: 4, 338514: 4, 388882: 5}"
A3B116CQREBE4U,{32906: 4}
A1OTN4X6M20GQJ,"{32906: 5, 46914: 4, 82907: 4, 115056: 1, 117829: 5, 171214: 5, 194520: 5, 259567: 4, 272374: 2, 284726: 5, 290967: 5, 340300: 5, 349915: 5, 357719: 4, 371788: 5, 380541: 5, 382037: 5, 424149: 4, 447345: 5, 462251: 1}"
A1ZVDDZKWHTDIK,"{32906: 4, 51483: 2, 56451: 5, 63121: 5, 247092: 5, 323556: 5, 448192: 3, 453426: 5}"
A26W8N1PZREZT0,"{32906: 5, 53700: 5, 384145: 4}"
A3O47JUQS0FICH,"{32906: 5, 140495: 5, 305312: 1, 314182: 5, 328133: 3, 370195: 5, 387099: 5}"
A1FHKRB0H6D2BY,"{32906: 5, 56288: 3, 65676: 5, 96619: 4, 107931: 3, 175161: 4, 191531: 4, 193922: 3, 207910: 5, 226258: 1, 290257: 4, 382171: 5}"
ATJYC9W1W5EUC,"{33099: 4, 173681: 5, 187287: 5}"
A13VMW3Z4YVUBQ,"{32916: 1, 184922: 1}"
A2JDI3JK9KZCIN,"{32916: 4, 398586: 3}"
A2BQWF948LKB97,"{32916: 5, 331330: 5}"
A28V9LN0VEF4RF,"{34085: 1, 138008: 5, 205452: 5, 381821: 5}"
A343V3O9U3C7AG,{33816: 5}
A3HFG9MS0OJ6EN,{33042: 4}
A2YIWM9ZLTLFEL,"{33097: 5, 63178: 5, 221817: 5, 258666: 5, 428535: 5}"
A3DRH4THIVWNGI,"{33813: 1, 37678: 5, 363175: 4, 412371: 5}"
A1K0SUMKIMSJA2,{32987: 5}
A2K8PBOYWGC9O,"{33753: 3, 66185: 2}"
A1TH2VEJTKQ1AY,"{33082: 3, 51483: 5, 105616: 5, 121712: 5, 170517: 5, 184956: 5, 219450: 5, 258684: 4, 339865: 5, 349240: 5, 351495: 5, 444936: 5}"
A29WE63PZT8GZY,"{34067: 5, 310305: 5}"
AI9ISIZFP5L5I,"{33262: 4, 44756: 4, 152435: 4, 172853: 4, 207992: 5, 286348: 4, 314397: 4, 389793: 4, 403564: 4}"
A19MTNH3RVLVFW,{33067: 3}
A2UGHHFABX4KE1,{33067: 5}
